4000.122,64.35762368,64.42582669,65.56619787,64.3620695,67.05945198,65.11934147,64.25989329
3999.64,64.36799774,64.440663,65.57827672,64.37392653,67.07489477,65.13283772,64.27173149
3999.158,64.37985586,64.45698688,65.5903578,64.3902335,67.09034111,65.14783684,64.28801257
3998.676,64.39319885,64.47183035,65.6024411,64.40951071,67.10579101,65.16133899,64.30429778
3998.194,64.40654461,64.48667725,65.61301582,64.42879368,67.11969897,65.17334326,64.32058712
3997.711,64.42137647,64.49855723,65.62510329,64.44511455,67.13206401,65.18384881,64.33688058
3997.229,64.43472807,64.50746865,65.63870437,64.4599553,67.14133929,65.19135381,64.3516964
3996.747,64.44511455,64.51341028,65.65079658,64.46886139,67.15061585,65.19585722,64.3620695
3996.265,64.4525345,64.5163813,65.66289102,64.47479946,67.15680093,65.19885967,64.36947989
3995.783,64.45550272,64.5163813,65.67196331,64.4777687,67.16298659,65.20036095,64.37392653
3995.301,64.45401859,64.5163813,65.67952451,64.4777687,67.16607963,65.20036095,64.37244428
3994.819,64.45105044,64.5163813,65.68406164,64.4777687,67.17071946,65.20036095,64.36947989
3994.337,64.44956642,64.51935246,65.68557409,64.47925338,67.17381285,65.20186226,64.36503356
3993.855,64.44956642,64.52826675,65.69011165,64.48073808,67.18154697,65.20486499,64.3620695
3993.372,64.45401859,64.5416405,65.69464952,64.48667725,67.18928198,65.21237241,64.3620695
3992.89,64.46292386,64.55798996,65.70221333,64.49410198,67.20011248,65.22138245,64.36503356
3992.408,64.47628406,64.57583046,65.70977801,64.50301279,67.21094473,65.23189574,64.37244428
3991.926,64.49113199,64.59070131,65.71885678,64.51341028,67.22023091,65.24090849,64.37985586
3991.444,64.50301279,64.60260045,65.72490999,64.52232375,67.22642241,65.24842006,64.38726829
3990.962,64.51341028,64.61003853,65.72945026,64.53123846,67.23106641,65.25442993,64.39319885
3990.48,64.52232375,64.613014,65.72945026,64.53718228,67.23261448,65.25743508,64.39764713
3989.998,64.52678095,64.613014,65.7279368,64.54312665,67.23416258,65.26344579,64.40209571
3989.516,64.53272436,64.613014,65.7279368,64.54907156,67.23880711,65.26945705,64.40951071
3989.033,64.53866832,64.61450178,65.73096375,64.55650348,67.24500032,65.27997809,64.41840982
3988.551,64.54758528,64.61747746,65.73853175,64.56393625,67.25583981,65.29200422,64.43027723
3988.069,64.55947648,64.62342922,65.75064235,64.57434356,67.26822993,65.30553625,64.44363067
3987.587,64.57136987,64.62789341,65.76578374,64.58475256,67.28062234,65.31756709,64.45698688
3987.105,64.58326545,64.6308697,65.78092861,64.59516323,67.29146757,65.32659167,64.46886139
3986.623,64.59516323,64.6308697,65.79607697,64.60557558,67.30076487,65.33110442,64.47628406
3986.141,64.604088,64.62938153,65.80819817,64.61450178,67.30386426,65.33260874,64.48073808
3985.659,64.61152624,64.62640531,65.81577506,64.62045327,67.305414,65.33110442,64.48222282
3985.176,64.613014,64.62194123,65.81880606,64.62342922,67.30231455,65.32659167,64.47925338
3984.694,64.613014,64.62045327,65.81880606,64.62045327,67.29766563,65.32358333,64.47479946
3984.212,64.60855084,64.61896535,65.81425961,64.61450178,67.28991814,65.32057514,64.46886139
3983.73,64.60111294,64.61896535,65.80819817,64.60706319,67.28217155,65.32207922,64.46292386
3983.248,64.59367589,64.62045327,65.80062216,64.59962546,67.27597492,65.32508748,64.4599553
3982.766,64.58921407,64.62342922,65.79456198,64.59516323,67.27132782,65.33260874,64.46143956
3982.284,64.58772686,64.62938153,65.7915321,64.5966506,67.27287682,65.34313996,64.46737695
3981.802,64.58921407,64.6368227,65.79001721,64.604088,67.27752402,65.35517772,64.47925338
3981.32,64.5966506,64.64873034,65.79456198,64.61747746,67.28836875,65.36872286,64.49410198
3980.837,64.60557558,64.66212905,65.80213729,64.63384613,67.30076487,65.38227079,64.5104394
3980.355,64.6159896,64.67850903,65.8127442,64.65170759,67.31471323,65.39431576,64.52826675
3979.873,64.62640531,64.69787254,65.82486847,64.66659591,67.32866449,65.40485693,64.5416405
3979.391,64.6353344,64.71575169,65.83851095,64.67999833,67.34106803,65.41238738,64.55353061
3978.909,64.64575322,64.73512635,65.85063997,64.68744532,67.35037218,65.41991869,64.56244962
3978.427,64.65468498,64.75003388,65.86428779,64.69191392,67.35967762,65.42594436,64.56988308
3977.945,64.66659591,64.76345359,65.87642155,64.69340352,67.36743314,65.43197059,64.57583046
3977.463,64.67850903,64.77389307,65.88704043,64.69340352,67.37208688,65.43799738,64.58326545
3976.98,64.68744532,64.78135087,65.89766103,64.69340352,67.37674094,65.44251783,64.59070131
3976.498,64.69638283,64.78433423,65.90676575,64.69191392,67.37984382,65.44553164,64.5966506
3976.016,64.69936228,64.78731773,65.91283627,64.69042435,67.37984382,65.4470386,64.60111294
3975.534,64.70085206,64.78731773,65.91738952,64.68744532,67.37674094,65.4470386,64.60260045
3975.052,64.69936228,64.78880953,65.91890735,64.68595585,67.37363819,65.44553164,64.60111294
3974.57,64.69787254,64.79030136,65.91890735,64.68446642,67.36898435,65.44553164,64.59813801
3974.088,64.69787254,64.79626904,65.91738952,64.68446642,67.36588196,65.4470386,64.59516323
3973.606,64.70234187,64.80223728,65.91587174,64.68744532,67.36588196,65.45005261,64.59516323
3973.124,64.71128144,64.81119065,65.91283627,64.69340352,67.36898435,65.45608106,64.5966506
3972.641,64.72022225,64.82014527,65.90980094,64.70234187,67.37518955,65.46361741,64.60111294
